Class	Survival	Name	Gender	Age group	Age	Siblings / Spouse aboard	Parents / Children aboard	Ticket number	Fare	Fare group	Cabin	Port of Embarkation	Boat	Destination
3	yes	Andersson, Miss. Erna Alexandra	female	10 - 19	17	4	2	3101281	7.9250	10		Southampton	D	Ruotsinphyhtaa, Finland New York, NY
3	no	Andersson, Miss. Ida Augusta Margareta	female	30 - 39	38	4	2	347091	7.7750	10		Southampton		Vadsbro, Sweden Ministee, MI
3	no	Andersson, Miss. Ingeborg Constanzia	female	0 - 9	9	4	2	347082	31.2750	30		Southampton		Sweden Winnipeg, MN
3	no	Andersson, Miss. Sigrid Elisabeth	female	10 - 19	11	4	2	347082	31.2750	30		Southampton		Sweden Winnipeg, MN
3	no	Andersson, Mr. Anders Johan	male	30 - 39	39	1	5	347082	31.2750	30		Southampton		Sweden Winnipeg, MN
3	yes	Andersson, Mr. August Edvard ("Wennerstrom")	male	20 - 29	27	0	0	350043	7.7958	10		Southampton	A	
3	no	Andersson, Mr. Johan Samuel	male	20 - 29	26	0	0	347075	7.7750	10		Southampton		Hartford, CT
3	no	Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)	female	30 - 39	39	1	5	347082	31.2750	30		Southampton		Sweden Winnipeg, MN
3	no	Andreasson, Mr. Paul Edvin	male	20 - 29	20	0	0	347466	7.8542	10		Southampton		Sweden Chicago, IL
3	no	Angheloff, Mr. Minko	male	20 - 29	26	0	0	349202	7.8958	10		Southampton		Bulgaria Chicago, IL
3	no	Arnold-Franchi, Mr. Josef	male	20 - 29	25	1	0	349237	17.8000	20		Southampton		Altdorf, Switzerland
3	no	Arnold-Franchi, Mrs. Josef (Josefine Franchi)	female	10 - 19	18	1	0	349237	17.8000	20		Southampton		Altdorf, Switzerland
3	no	Aronsson, Mr. Ernst Axel Algot	male	20 - 29	24	0	0	349911	7.7750	10		Southampton		Sweden Joliet, IL
3	no	Asim, Mr. Adola	male	30 - 39	35	0	0	SOTON/O.Q. 3101310	7.0500	10		Southampton		
3	no	Asplund, Master. Carl Edgar	male	0 - 9	5	4	2	347077	31.3875	30		Southampton		Sweden  Worcester, MA
3	no	Asplund, Master. Clarence Gustaf Hugo	male	0 - 9	9	4	2	347077	31.3875	30		Southampton		Sweden Worcester, MA
3	yes	Asplund, Master. Edvin Rojj Felix	male	0 - 9	3	4	2	347077	31.3875	30		Southampton	15	Sweden Worcester, MA
3	no	Asplund, Master. Filip Oscar	male	10 - 19	13	4	2	347077	31.3875	30		Southampton		Sweden Worcester, MA
3	yes	Asplund, Miss. Lillian Gertrud	female	0 - 9	5	4	2	347077	31.3875	30		Southampton	15	Sweden Worcester, MA
3	no	Asplund, Mr. Carl Oscar Vilhelm Gustafsson	male	40 - 49	40	1	5	347077	31.3875	30		Southampton		Sweden  Worcester, MA
3	yes	Asplund, Mr. Johan Charles	male	20 - 29	23	0	0	350054	7.7958	10		Southampton	13	Oskarshamn, Sweden Minneapolis, MN
3	yes	Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)	female	30 - 39	38	1	5	347077	31.3875	30		Southampton	15	Sweden  Worcester, MA
3	yes	Assaf Khalil, Mrs. Mariana ("Miriam")	female	40 - 49	45	0	0	2696	7.2250	10		Cherbourg	C	Ottawa, ON
3	no	Assaf, Mr. Gerios	male	20 - 29	21	0	0	2692	7.2250	10		Cherbourg		Ottawa, ON
3	no	Assam, Mr. Ali	male	20 - 29	23	0	0	SOTON/O.Q. 3101309	7.0500	10		Southampton		
3	no	Attalah, Miss. Malake	female	10 - 19	17	0	0	2627	14.4583	10		Cherbourg		
3	no	Attalah, Mr. Sleiman	male	30 - 39	30	0	0	2694	7.2250	10		Cherbourg		Ottawa, ON
3	no	Augustsson, Mr. Albert	male	20 - 29	23	0	0	347468	7.8542	10		Southampton		Krakoryd, Sweden Bloomington, IL
3	yes	Ayoub, Miss. Banoura	female	10 - 19	13	0	0	2687	7.2292	10		Cherbourg	C	Syria Youngstown, OH
3	no	Baccos, Mr. Raffull	male	20 - 29	20	0	0	2679	7.2250	10		Cherbourg		
3	no	Backstrom, Mr. Karl Alfred	male	30 - 39	32	1	0	3101278	15.8500	20		Southampton	D	Ruotsinphytaa, Finland New York, NY
3	yes	Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)	female	30 - 39	33	3	0	3101278	15.8500	20		Southampton		Ruotsinphytaa, Finland New York, NY
3	yes	Baclini, Miss. Eugenie	female	0 - 9	0.75	2	1	2666	19.2583	20		Cherbourg	C	Syria New York, NY
3	yes	Baclini, Miss. Helene Barbara	female	0 - 9	0.75	2	1	2666	19.2583	20		Cherbourg	C	Syria New York, NY
3	yes	Baclini, Miss. Marie Catherine	female	0 - 9	5	2	1	2666	19.2583	20		Cherbourg	C	Syria New York, NY
3	yes	Baclini, Mrs. Solomon (Latifa Qurban)	female	20 - 29	24	0	3	2666	19.2583	20		Cherbourg	C	Syria New York, NY
3	yes	Badman, Miss. Emily Louisa	female	10 - 19	18	0	0	A/4 31416	8.0500	10		Southampton	C	London Skanteales, NY
3	no	Badt, Mr. Mohamed	male	40 - 49	40	0	0	2623	7.2250	10		Cherbourg		
3	no	Balkic, Mr. Cerin	male	20 - 29	26	0	0	349248	7.8958	10		Southampton		
3	yes	Barah, Mr. Hanna Assi	male	20 - 29	20	0	0	2663	7.2292	10		Cherbourg	15	
3	no	Barbara, Miss. Saiide	female	10 - 19	18	0	1	2691	14.4542	10		Cherbourg		Syria Ottawa, ON
3	no	Barbara, Mrs. (Catherine David)	female	40 - 49	45	0	1	2691	14.4542	10		Cherbourg		Syria Ottawa, ON
3	no	Barry, Miss. Julia	female	20 - 29	27	0	0	330844	7.8792	10		Queenstown		New York, NY
3	no	Barton, Mr. David John	male	20 - 29	22	0	0	324669	8.0500	10		Southampton		England New York, NY
3	no	Beavan, Mr. William Thomas	male	10 - 19	19	0	0	323951	8.0500	10		Southampton		England
3	no	Bengtsson, Mr. John Viktor	male	20 - 29	26	0	0	347068	7.7750	10		Southampton		Krakudden, Sweden Moune, IL
3	no	Berglund, Mr. Karl Ivar Sven	male	20 - 29	22	0	0	PP 4348	9.3500	10		Southampton		Tranvik, Finland New York
3	no	Betros, Master. Seman	male	unknown		0	0	2622	7.2292	10		Cherbourg		
3	no	Betros, Mr. Tannous	male	20 - 29	20	0	0	2648	4.0125	0		Cherbourg		Syria
3	yes	Bing, Mr. Lee	male	30 - 39	32	0	0	1601	56.4958	60		Southampton	C	Hong Kong New York, NY
3	no	Birkeland, Mr. Hans Martin Monsen	male	20 - 29	21	0	0	312992	7.7750	10		Southampton		Brennes, Norway New York
3	no	Bjorklund, Mr. Ernst Herbert	male	10 - 19	18	0	0	347090	7.7500	10		Southampton		Stockholm, Sweden New York
3	no	Bostandyeff, Mr. Guentcho	male	20 - 29	26	0	0	349224	7.8958	10		Southampton		Bulgaria Chicago, IL
3	no	Boulos, Master. Akar	male	0 - 9	6	1	1	2678	15.2458	20		Cherbourg		Syria Kent, ON
3	no	Boulos, Miss. Nourelain	female	0 - 9	9	1	1	2678	15.2458	20		Cherbourg		Syria Kent, ON
3	no	Boulos, Mr. Hanna	male	unknown		0	0	2664	7.2250	10		Cherbourg		Syria
3	no	Boulos, Mrs. Joseph (Sultana)	female	unknown		0	2	2678	15.2458	20		Cherbourg		Syria Kent, ON
3	no	Bourke, Miss. Mary	female	unknown		0	2	364848	7.7500	10		Queenstown		Ireland Chicago, IL
3	no	Bourke, Mr. John	male	40 - 49	40	1	1	364849	15.5000	20		Queenstown		Ireland Chicago, IL
3	no	Bourke, Mrs. John (Catherine)	female	30 - 39	32	1	1	364849	15.5000	20		Queenstown		Ireland Chicago, IL
3	no	Bowen, Mr. David John "Dai"	male	20 - 29	21	0	0	54636	16.1000	20		Southampton		Treherbert, Cardiff, Wales
3	yes	Bradley, Miss. Bridget Delia	female	20 - 29	22	0	0	334914	7.7250	10		Queenstown	13	Kingwilliamstown, Co Cork, Ireland Glens Falls, NY
3	no	Braf, Miss. Elin Ester Maria	female	20 - 29	20	0	0	347471	7.8542	10		Southampton		Medeltorp, Sweden Chicago, IL
3	no	Braund, Mr. Lewis Richard	male	20 - 29	29	1	0	3460	7.0458	10		Southampton		Bridgerule, Devon
3	no	Braund, Mr. Owen Harris	male	20 - 29	22	1	0	A/5 21171	7.2500	10		Southampton		Bridgerule, Devon
3	no	Brobeck, Mr. Karl Rudolf	male	20 - 29	22	0	0	350045	7.7958	10		Southampton		Sweden Worcester, MA
3	no	Brocklebank, Mr. William Alfred	male	30 - 39	35	0	0	364512	8.0500	10		Southampton		Broomfield, Chelmsford, England
3	no	Buckley, Miss. Katherine	female	10 - 19	18.5	0	0	329944	7.2833	10		Queenstown		Co Cork, Ireland Roxbury, MA
3	yes	Buckley, Mr. Daniel	male	20 - 29	21	0	0	330920	7.8208	10		Queenstown	13	Kingwilliamstown, Co Cork, Ireland New York, NY
3	no	Burke, Mr. Jeremiah	male	10 - 19	19	0	0	365222	6.7500	10		Queenstown		Co Cork, Ireland Charlestown, MA
3	no	Burns, Miss. Mary Delia	female	10 - 19	18	0	0	330963	7.8792	10		Queenstown		Co Sligo, Ireland New York, NY
3	no	Cacic, Miss. Manda	female	20 - 29	21	0	0	315087	8.6625	10		Southampton		
3	no	Cacic, Miss. Marija	female	30 - 39	30	0	0	315084	8.6625	10		Southampton		
3	no	Cacic, Mr. Jego Grga	male	10 - 19	18	0	0	315091	8.6625	10		Southampton		
3	no	Cacic, Mr. Luka	male	30 - 39	38	0	0	315089	8.6625	10		Southampton		Croatia
3	no	Calic, Mr. Jovo	male	10 - 19	17	0	0	315093	8.6625	10		Southampton		
3	no	Calic, Mr. Petar	male	10 - 19	17	0	0	315086	8.6625	10		Southampton		
3	no	Canavan, Miss. Mary	female	20 - 29	21	0	0	364846	7.7500	10		Queenstown		
3	no	Canavan, Mr. Patrick	male	20 - 29	21	0	0	364858	7.7500	10		Queenstown		Ireland Philadelphia, PA
3	no	Cann, Mr. Ernest Charles	male	20 - 29	21	0	0	A./5. 2152	8.0500	10		Southampton		
3	no	Caram, Mr. Joseph	male	unknown		1	0	2689	14.4583	10		Cherbourg		Ottawa, ON
3	no	Caram, Mrs. Joseph (Maria Elias)	female	unknown		1	0	2689	14.4583	10		Cherbourg		Ottawa, ON
3	no	Carlsson, Mr. August Sigfrid	male	20 - 29	28	0	0	350042	7.7958	10		Southampton		Dagsas, Sweden Fower, MN
3	no	Carlsson, Mr. Carl Robert	male	20 - 29	24	0	0	350409	7.8542	10		Southampton		Goteborg, Sweden Huntley, IL
3	yes	Carr, Miss. Helen "Ellen"	female	10 - 19	16	0	0	367231	7.7500	10		Queenstown	16	Co Longford, Ireland New York, NY
3	no	Carr, Miss. Jeannie	female	30 - 39	37	0	0	368364	7.7500	10		Queenstown		Co Sligo, Ireland Hartford, CT
3	no	Carver, Mr. Alfred John	male	20 - 29	28	0	0	392095	7.2500	10		Southampton		St Denys, Southampton, Hants
3	no	Celotti, Mr. Francesco	male	20 - 29	24	0	0	343275	8.0500	10		Southampton		London
3	no	Charters, Mr. David	male	20 - 29	21	0	0	A/5. 13032	7.7333	10		Queenstown		Ireland New York, NY
3	yes	Chip, Mr. Chang	male	30 - 39	32	0	0	1601	56.4958	60		Southampton	C	Hong Kong New York, NY
3	no	Christmann, Mr. Emil	male	20 - 29	29	0	0	343276	8.0500	10		Southampton		
3	no	Chronopoulos, Mr. Apostolos	male	20 - 29	26	1	0	2680	14.4542	10		Cherbourg		Greece
3	no	Chronopoulos, Mr. Demetrios	male	10 - 19	18	1	0	2680	14.4542	10		Cherbourg		Greece
3	no	Coelho, Mr. Domingos Fernandeo	male	20 - 29	20	0	0	SOTON/O.Q. 3101307	7.0500	10		Southampton		Portugal
3	yes	Cohen, Mr. Gurshon "Gus"	male	10 - 19	18	0	0	A/5 3540	8.0500	10		Southampton	12	London Brooklyn, NY
3	no	Colbert, Mr. Patrick	male	20 - 29	24	0	0	371109	7.2500	10		Queenstown		Co Limerick, Ireland Sherbrooke, PQ
3	no	Coleff, Mr. Peju	male	30 - 39	36	0	0	349210	7.4958	10		Southampton		Bulgaria Chicago, IL
3	no	Coleff, Mr. Satio	male	20 - 29	24	0	0	349209	7.4958	10		Southampton		
3	no	Conlon, Mr. Thomas Henry	male	30 - 39	31	0	0	21332	7.7333	10		Queenstown		Philadelphia, PA
3	no	Connaghton, Mr. Michael	male	30 - 39	31	0	0	335097	7.7500	10		Queenstown		Ireland Brooklyn, NY
3	yes	Connolly, Miss. Kate	female	20 - 29	22	0	0	370373	7.7500	10		Queenstown	13	Ireland
3	no	Connolly, Miss. Kate	female	30 - 39	30	0	0	330972	7.6292	10		Queenstown		Ireland
3	no	Connors, Mr. Patrick	male	70 - 79	70.5	0	0	370369	7.7500	10		Queenstown		
3	no	Cook, Mr. Jacob	male	40 - 49	43	0	0	A/5 3536	8.0500	10		Southampton		
3	no	Cor, Mr. Bartol	male	30 - 39	35	0	0	349230	7.8958	10		Southampton		Austria
3	no	Cor, Mr. Ivan	male	20 - 29	27	0	0	349229	7.8958	10		Southampton		Austria
3	no	Cor, Mr. Liudevit	male	10 - 19	19	0	0	349231	7.8958	10		Southampton		Austria
3	no	Corn, Mr. Harry	male	30 - 39	30	0	0	SOTON/OQ 392090	8.0500	10		Southampton		London
3	yes	Coutts, Master. Eden Leslie "Neville"	male	0 - 9	9	1	1	C.A. 37671	15.9000	20		Southampton	2	England Brooklyn, NY
3	yes	Coutts, Master. William Loch "William"	male	0 - 9	3	1	1	C.A. 37671	15.9000	20		Southampton	2	England Brooklyn, NY
3	yes	Coutts, Mrs. William (Winnie "Minnie" Treanor)	female	30 - 39	36	0	2	C.A. 37671	15.9000	20		Southampton	2	England Brooklyn, NY
3	no	Coxon, Mr. Daniel	male	50 - 59	59	0	0	364500	7.2500	10		Southampton		Merrill, WI
3	no	Crease, Mr. Ernest James	male	10 - 19	19	0	0	S.P. 3464	8.1583	10		Southampton		Bristol, England Cleveland, OH
3	yes	Cribb, Miss. Laura Alice	female	10 - 19	17	0	1	371362	16.1000	20		Southampton	12	Bournemouth, England Newark, NJ
3	no	Cribb, Mr. John Hatfield	male	40 - 49	44	0	1	371362	16.1000	20		Southampton		Bournemouth, England Newark, NJ
3	no	Culumovic, Mr. Jeso	male	10 - 19	17	0	0	315090	8.6625	10		Southampton		Austria-Hungary
3	no	Daher, Mr. Shedid	male	20 - 29	22.5	0	0	2698	7.2250	10		Cherbourg		
3	yes	Dahl, Mr. Karl Edwart	male	40 - 49	45	0	0	7598	8.0500	10		Southampton	15	Australia Fingal, ND
3	no	Dahlberg, Miss. Gerda Ulrika	female	20 - 29	22	0	0	7552	10.5167	10		Southampton		Norrlot, Sweden Chicago, IL
3	no	Dakic, Mr. Branko	male	10 - 19	19	0	0	349228	10.1708	10		Southampton		Austria
3	yes	Daly, Miss. Margaret Marcella "Maggie"	female	30 - 39	30	0	0	382650	6.9500	10		Queenstown	15	Co Athlone, Ireland New York, NY
3	yes	Daly, Mr. Eugene Patrick	male	20 - 29	29	0	0	382651	7.7500	10		Queenstown	13 15 B	Co Athlone, Ireland New York, NY
3	no	Danbom, Master. Gilbert Sigvard Emanuel	male	0 - 9	0.3333	0	2	347080	14.4000	10		Southampton		Stanton, IA
3	no	Danbom, Mr. Ernst Gilbert	male	30 - 39	34	1	1	347080	14.4000	10		Southampton		Stanton, IA
3	no	Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)	female	20 - 29	28	1	1	347080	14.4000	10		Southampton		Stanton, IA
3	no	Danoff, Mr. Yoto	male	20 - 29	27	0	0	349219	7.8958	10		Southampton		Bulgaria Chicago, IL
3	no	Dantcheff, Mr. Ristiu	male	20 - 29	25	0	0	349203	7.8958	10		Southampton		Bulgaria Chicago, IL
3	no	Davies, Mr. Alfred J	male	20 - 29	24	2	0	A/4 48871	24.1500	20		Southampton		West Bromwich, England Pontiac, MI
3	no	Davies, Mr. Evan	male	20 - 29	22	0	0	SC/A4 23568	8.0500	10		Southampton		
3	no	Davies, Mr. John Samuel	male	20 - 29	21	2	0	A/4 48871	24.1500	20		Southampton		West Bromwich, England Pontiac, MI
3	no	Davies, Mr. Joseph	male	10 - 19	17	2	0	A/4 48873	8.0500	10		Southampton		West Bromwich, England Pontiac, MI
3	no	Davison, Mr. Thomas Henry	male	unknown		1	0	386525	16.1000	20		Southampton		Liverpool, England Bedford, OH
3	yes	Davison, Mrs. Thomas Henry (Mary E Finck)	female	unknown		1	0	386525	16.1000	20		Southampton	16	Liverpool, England Bedford, OH
3	yes	de Messemaeker, Mr. Guillaume Joseph	male	30 - 39	36.5	1	0	345572	17.4000	20		Southampton	15	Tampico, MT
3	yes	de Messemaeker, Mrs. Guillaume Joseph (Emma)	female	30 - 39	36	1	0	345572	17.4000	20		Southampton	13	Tampico, MT
3	yes	de Mulder, Mr. Theodore	male	30 - 39	30	0	0	345774	9.5000	10		Southampton	11	Belgium Detroit, MI
3	no	de Pelsmaeker, Mr. Alfons	male	10 - 19	16	0	0	345778	9.5000	10		Southampton		
3	yes	Dean, Master. Bertram Vere	male	0 - 9	1	1	2	C.A. 2315	20.5750	20		Southampton	10	Devon, England Wichita, KS
3	yes	Dean, Miss. Elizabeth Gladys "Millvina"	female	0 - 9	0.1667	1	2	C.A. 2315	20.5750	20		Southampton	10	Devon, England Wichita, KS
3	no	Dean, Mr. Bertram Frank	male	20 - 29	26	1	2	C.A. 2315	20.5750	20		Southampton		Devon, England Wichita, KS
3	yes	Dean, Mrs. Bertram (Eva Georgetta Light)	female	30 - 39	33	1	2	C.A. 2315	20.5750	20		Southampton	10	Devon, England Wichita, KS
3	no	Delalic, Mr. Redjo	male	20 - 29	25	0	0	349250	7.8958	10		Southampton		
3	no	Demetri, Mr. Marinko	male	unknown		0	0	349238	7.8958	10		Southampton		
3	no	Denkoff, Mr. Mitto	male	unknown		0	0	349225	7.8958	10		Southampton		Bulgaria Coon Rapids, IA
3	no	Dennis, Mr. Samuel	male	20 - 29	22	0	0	A/5 21172	7.2500	10		Southampton		
3	no	Dennis, Mr. William	male	30 - 39	36	0	0	A/5 21175	7.2500	10		Southampton		
3	yes	Devaney, Miss. Margaret Delia	female	10 - 19	19	0	0	330958	7.8792	10		Queenstown	C	Kilmacowen, Co Sligo, Ireland New York, NY
3	no	Dika, Mr. Mirko	male	10 - 19	17	0	0	349232	7.8958	10		Southampton		
3	no	Dimic, Mr. Jovan	male	40 - 49	42	0	0	315088	8.6625	10		Southampton		
3	no	Dintcheff, Mr. Valtcho	male	40 - 49	43	0	0	349226	7.8958	10		Southampton		
3	no	Doharr, Mr. Tannous	male	unknown		0	0	2686	7.2292	10		Cherbourg		
3	no	Dooley, Mr. Patrick	male	30 - 39	32	0	0	370376	7.7500	10		Queenstown		Ireland New York, NY
3	yes	Dorking, Mr. Edward Arthur	male	10 - 19	19	0	0	A/5. 10482	8.0500	10		Southampton	B	England Oglesby, IL
3	yes	Dowdell, Miss. Elizabeth	female	30 - 39	30	0	0	364516	12.4750	10		Southampton	13	Union Hill, NJ
3	no	Doyle, Miss. Elizabeth	female	20 - 29	24	0	0	368702	7.7500	10		Queenstown		Ireland New York, NY
3	yes	Drapkin, Miss. Jennie	female	20 - 29	23	0	0	SOTON/OQ 392083	8.0500	10		Southampton		London New York, NY
3	no	Drazenoic, Mr. Jozef	male	30 - 39	33	0	0	349241	7.8958	10		Cherbourg		Austria Niagara Falls, NY
3	no	Duane, Mr. Frank	male	60 - 69	65	0	0	336439	7.7500	10		Queenstown		
3	yes	Duquemin, Mr. Joseph	male	20 - 29	24	0	0	S.O./P.P. 752	7.5500	10		Southampton	D	England Albion, NY
3	no	Dyker, Mr. Adolf Fredrik	male	20 - 29	23	1	0	347072	13.9000	10		Southampton		West Haven, CT
3	yes	Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)	female	20 - 29	22	1	0	347072	13.9000	10		Southampton	16	West Haven, CT
3	no	Edvardsson, Mr. Gustaf Hjalmar	male	10 - 19	18	0	0	349912	7.7750	10		Southampton		Tofta, Sweden Joliet, IL
3	no	Eklund, Mr. Hans Linus	male	10 - 19	16	0	0	347074	7.7750	10		Southampton		Karberg, Sweden Jerome Junction, AZ
3	no	Ekstrom, Mr. Johan	male	40 - 49	45	0	0	347061	6.9750	10		Southampton		Effington Rut, SD
3	no	Elias, Mr. Dibo	male	unknown		0	0	2674	7.2250	10		Cherbourg		
3	no	Elias, Mr. Joseph	male	30 - 39	39	0	2	2675	7.2292	10		Cherbourg		Syria Ottawa, ON
3	no	Elias, Mr. Joseph Jr	male	10 - 19	17	1	1	2690	7.2292	10		Cherbourg		
3	no	Elias, Mr. Tannous	male	10 - 19	15	1	1	2695	7.2292	10		Cherbourg		Syria
3	no	Elsbury, Mr. William James	male	40 - 49	47	0	0	A/5 3902	7.2500	10		Southampton		Illinois, USA
3	yes	Emanuel, Miss. Virginia Ethel	female	0 - 9	5	0	0	364516	12.4750	10		Southampton	13	New York, NY
3	no	Emir, Mr. Farred Chehab	male	unknown		0	0	2631	7.2250	10		Cherbourg		
3	no	Everett, Mr. Thomas James	male	40 - 49	40.5	0	0	C.A. 6212	15.1000	20		Southampton		
3	no	Farrell, Mr. James	male	40 - 49	40.5	0	0	367232	7.7500	10		Queenstown		Aughnacliff, Co Longford, Ireland New York, NY
3	yes	Finoli, Mr. Luigi	male	unknown		0	0	SOTON/O.Q. 3101308	7.0500	10		Southampton	15	Italy Philadelphia, PA
3	no	Fischer, Mr. Eberhard Thelander	male	10 - 19	18	0	0	350036	7.7958	10		Southampton		
3	no	Fleming, Miss. Honora	female	unknown		0	0	364859	7.7500	10		Queenstown		
3	no	Flynn, Mr. James	male	unknown		0	0	364851	7.7500	10		Queenstown		
3	no	Flynn, Mr. John	male	unknown		0	0	368323	6.9500	10		Queenstown		
3	no	Foley, Mr. Joseph	male	20 - 29	26	0	0	330910	7.8792	10		Queenstown		Ireland Chicago, IL
3	no	Foley, Mr. William	male	unknown		0	0	365235	7.7500	10		Queenstown		Ireland
3	yes	Foo, Mr. Choong	male	unknown		0	0	1601	56.4958	60		Southampton	13	Hong Kong New York, NY
3	no	Ford, Miss. Doolina Margaret "Daisy"	female	20 - 29	21	2	2	W./C. 6608	34.3750	30		Southampton		Rotherfield, Sussex, England Essex Co, MA
3	no	Ford, Miss. Robina Maggie "Ruby"	female	0 - 9	9	2	2	W./C. 6608	34.3750	30		Southampton		Rotherfield, Sussex, England Essex Co, MA
3	no	Ford, Mr. Arthur	male	unknown		0	0	A/5 1478	8.0500	10		Southampton		Bridgwater, Somerset, England
3	no	Ford, Mr. Edward Watson	male	10 - 19	18	2	2	W./C. 6608	34.3750	30		Southampton		Rotherfield, Sussex, England Essex Co, MA
3	no	Ford, Mr. William Neal	male	10 - 19	16	1	3	W./C. 6608	34.3750	30		Southampton		Rotherfield, Sussex, England Essex Co, MA
3	no	Ford, Mrs. Edward (Margaret Ann Watson)	female	40 - 49	48	1	3	W./C. 6608	34.3750	30		Southampton		Rotherfield, Sussex, England Essex Co, MA
3	no	Fox, Mr. Patrick	male	unknown		0	0	368573	7.7500	10		Queenstown		Ireland New York, NY
3	no	Franklin, Mr. Charles (Charles Fardon)	male	unknown		0	0	SOTON/O.Q. 3101314	7.2500	10		Southampton		
3	no	Gallagher, Mr. Martin	male	20 - 29	25	0	0	36864	7.7417	10		Queenstown		New York, NY
3	no	Garfirth, Mr. John	male	unknown		0	0	358585	14.5000	10		Southampton		
3	no	Gheorgheff, Mr. Stanio	male	unknown		0	0	349254	7.8958	10		Cherbourg		
3	no	Gilinski, Mr. Eliezer	male	20 - 29	22	0	0	14973	8.0500	10		Southampton		
3	yes	Gilnagh, Miss. Katherine "Katie"	female	10 - 19	16	0	0	35851	7.7333	10		Queenstown	16	Co Longford, Ireland New York, NY
3	yes	Glynn, Miss. Mary Agatha	female	unknown		0	0	335677	7.7500	10		Queenstown	13	Co Clare, Ireland Washington, DC
3	yes	Goldsmith, Master. Frank John William "Frankie"	male	0 - 9	9	0	2	363291	20.5250	20		Southampton	C D	Strood, Kent, England Detroit, MI
3	no	Goldsmith, Mr. Frank John	male	30 - 39	33	1	1	363291	20.5250	20		Southampton		Strood, Kent, England Detroit, MI
3	no	Goldsmith, Mr. Nathan	male	40 - 49	41	0	0	SOTON/O.Q. 3101263	7.8500	10		Southampton		Philadelphia, PA
3	yes	Goldsmith, Mrs. Frank John (Emily Alice Brown)	female	30 - 39	31	1	1	363291	20.5250	20		Southampton	C D	Strood, Kent, England Detroit, MI
3	no	Goncalves, Mr. Manuel Estanslas	male	30 - 39	38	0	0	SOTON/O.Q. 3101306	7.0500	10		Southampton		Portugal
3	no	Goodwin, Master. Harold Victor	male	0 - 9	9	5	2	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Goodwin, Master. Sidney Leonard	male	0 - 9	1	5	2	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Goodwin, Master. William Frederick	male	10 - 19	11	5	2	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Goodwin, Miss. Jessie Allis	female	10 - 19	10	5	2	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Goodwin, Miss. Lillian Amy	female	10 - 19	16	5	2	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Goodwin, Mr. Charles Edward	male	10 - 19	14	5	2	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Goodwin, Mr. Charles Frederick	male	40 - 49	40	1	6	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Goodwin, Mrs. Frederick (Augusta Tyler)	female	40 - 49	43	1	6	CA 2144	46.9000	50		Southampton		Wiltshire, England Niagara Falls, NY
3	no	Green, Mr. George Henry	male	50 - 59	51	0	0	21440	8.0500	10		Southampton		Dorking, Surrey, England
3	no	Gronnestad, Mr. Daniel Danielsen	male	30 - 39	32	0	0	8471	8.3625	10		Southampton		Foresvik, Norway Portland, ND
3	no	Guest, Mr. Robert	male	unknown		0	0	376563	8.0500	10		Southampton		
3	no	Gustafsson, Mr. Alfred Ossian	male	20 - 29	20	0	0	7534	9.8458	10		Southampton		Waukegan, Chicago, IL
3	no	Gustafsson, Mr. Anders Vilhelm	male	30 - 39	37	2	0	3101276	7.9250	10		Southampton		Ruotsinphytaa, Finland New York, NY
3	no	Gustafsson, Mr. Johan Birger	male	20 - 29	28	2	0	3101277	7.9250	10		Southampton		Ruotsinphytaa, Finland New York, NY
3	no	Gustafsson, Mr. Karl Gideon	male	10 - 19	19	0	0	347069	7.7750	10		Southampton		Myren, Sweden New York, NY
3	no	Haas, Miss. Aloisia	female	20 - 29	24	0	0	349236	8.8500	10		Southampton		
3	no	Hagardon, Miss. Kate	female	10 - 19	17	0	0	AQ/3. 30631	7.7333	10		Queenstown		
3	no	Hagland, Mr. Ingvald Olai Olsen	male	unknown		1	0	65303	19.9667	20		Southampton		
3	no	Hagland, Mr. Konrad Mathias Reiersen	male	unknown		1	0	65304	19.9667	20		Southampton		
3	no	Hakkarainen, Mr. Pekka Pietari	male	20 - 29	28	1	0	STON/O2. 3101279	15.8500	20		Southampton		
3	yes	Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)	female	20 - 29	24	1	0	STON/O2. 3101279	15.8500	20		Southampton	15	
3	no	Hampe, Mr. Leon	male	20 - 29	20	0	0	345769	9.5000	10		Southampton		
3	no	Hanna, Mr. Mansour	male	20 - 29	23.5	0	0	2693	7.2292	10		Cherbourg		
3	no	Hansen, Mr. Claus Peter	male	40 - 49	41	2	0	350026	14.1083	10		Southampton		
