year	state	state_po	state_fips	state_cen	state_ic	office	candidate	party	main parties	writein	candidatevotes	totalvotes	version
1980	Rhode Island	RI	44	15	5	US President	Griswold, Deirdre	workers world	other	FALSE	77	415967	20171015
1984	Rhode Island	RI	44	15	5	US President	Richards, Bob	populist	other	FALSE	510	410489	20171015
1984	Rhode Island	RI	44	15	5	US President	Bergland, David	libertarian	other	FALSE	277	410489	20171015
1984	Rhode Island	RI	44	15	5	US President	Johnson, Sonia	citizens	other	FALSE	240	410489	20171015
1984	Rhode Island	RI	44	15	5	US President	Holmes, Larry	workers world	other	FALSE	91	410489	20171015
1984	Rhode Island	RI	44	15	5	US President	Hall, Gus	communist party use	other	FALSE	75	410489	20171015
1984	Rhode Island	RI	44	15	5	US President	Mason, Melvin	socialist workers	other	FALSE	61	410489	20171015
1984	Rhode Island	RI	44	15	5	US President	Serrette, Dennis	alliance	other	FALSE	49	410489	20171015
1988	Rhode Island	RI	44	15	5	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	825	404622	20171015
1988	Rhode Island	RI	44	15	5	US President	Fulani, Lenora	new alliance	other	FALSE	280	404622	20171015
1988	Rhode Island	RI	44	15	5	US President	Herberg G., Lewin	peace & freedom	other	FALSE	195	404622	20171015
1988	Rhode Island	RI	44	15	5	US President	Duke, David	populist	other	FALSE	159	404622	20171015
1988	Rhode Island	RI	44	15	5	US President	Warren, James \\"Mac\"\""	socialist workers	other	FALSE	130	404622	20171015
1988	Rhode Island	RI	44	15	5	US President	Kenoyer, Willa	socialist	other	FALSE	96	404622	20171015
1988	Rhode Island	RI	44	15	5	US President			other	TRUE	53	404622	20171015
1992	Rhode Island	RI	44	15	5	US President	Perot, Ross	independent	other	FALSE	105045	453365	20171015
1992	Rhode Island	RI	44	15	5	US President	Fulani, Lenora	new alliance	other	FALSE	1878	453365	20171015
1992	Rhode Island	RI	44	15	5	US President	Marrou, Andre	libertarian	other	FALSE	571	453365	20171015
1992	Rhode Island	RI	44	15	5	US President	Larouche, Lyndon, Jr.	independents for larouche	other	FALSE	494	453365	20171015
1992	Rhode Island	RI	44	15	5	US President	Hagelin, John	natural law	other	FALSE	262	453365	20171015
1992	Rhode Island	RI	44	15	5	US President	Phillips, Howard	taxpayers party	other	FALSE	215	453365	20171015
1996	Rhode Island	RI	44	15	5	US President	Perot, Ross	reform party	other	FALSE	43723	390247	20171015
1996	Rhode Island	RI	44	15	5	US President	Nader, Ralph	green	other	FALSE	6040	390247	20171015
1996	Rhode Island	RI	44	15	5	US President	Browne, Harry	libertarian	other	FALSE	1109	390247	20171015
1996	Rhode Island	RI	44	15	5	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	1021	390247	20171015
1996	Rhode Island	RI	44	15	5	US President	Hagelin, John	natural law	other	FALSE	435	390247	20171015
1996	Rhode Island	RI	44	15	5	US President	Moorehead, Monica	workers world	other	FALSE	186	390247	20171015
2000	Rhode Island	RI	44	15	5	US President	Nader, Ralph	green	other	FALSE	25052	409112	20171015
2000	Rhode Island	RI	44	15	5	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	2273	409112	20171015
2000	Rhode Island	RI	44	15	5	US President	Browne, Harry	libertarian	other	FALSE	742	409112	20171015
2000	Rhode Island	RI	44	15	5	US President			other	TRUE	329	409112	20171015
2000	Rhode Island	RI	44	15	5	US President	Hagelin, John	natural law	other	FALSE	271	409112	20171015
2000	Rhode Island	RI	44	15	5	US President	Moorehead, Monica	workers world	other	FALSE	199	409112	20171015
2000	Rhode Island	RI	44	15	5	US President	Phillips, Howard	constitution party	other	FALSE	97	409112	20171015
2000	Rhode Island	RI	44	15	5	US President		socialist	other	FALSE	52	409112	20171015
2000	Rhode Island	RI	44	15	5	US President		socialist workers	other	FALSE	34	409112	20171015
2004	Rhode Island	RI	44	15	5	US President	Nader, Ralph	reform party	other	FALSE	4651	437134	20171015
2004	Rhode Island	RI	44	15	5	US President	Cobb, David	green	other	FALSE	1333	437134	20171015
2004	Rhode Island	RI	44	15	5	US President	Badnarik, Michael	libertarian	other	FALSE	907	437134	20171015
2004	Rhode Island	RI	44	15	5	US President	Nonpartisan	nonpartisan	other	FALSE	845	437134	20171015
2004	Rhode Island	RI	44	15	5	US President	Peroutka, Michael	constitution party	other	FALSE	339	437134	20171015
2004	Rhode Island	RI	44	15	5	US President	Workers World	workers world	other	FALSE	253	437134	20171015
2008	Rhode Island	RI	44	15	5	US President	Nader, Ralph	independent	other	FALSE	4829	471766	20171015
2008	Rhode Island	RI	44	15	5	US President			other	TRUE	1999	471766	20171015
2008	Rhode Island	RI	44	15	5	US President	Barr, Bob	libertarian	other	FALSE	1382	471766	20171015
2008	Rhode Island	RI	44	15	5	US President	McKinney, Cynthia	green	other	FALSE	797	471766	20171015
2008	Rhode Island	RI	44	15	5	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	675	471766	20171015
2008	Rhode Island	RI	44	15	5	US President	La Riva, Gloria Estella	socialism and liberation party	other	FALSE	122	471766	20171015
2012	Rhode Island	RI	44	15	5	US President	Johnson, Gary	libertarian	other	FALSE	4388	446049	20171015
2012	Rhode Island	RI	44	15	5	US President	Stein, Jill	green	other	FALSE	2421	446049	20171015
2012	Rhode Island	RI	44	15	5	US President			other	TRUE	1381	446049	20171015
2012	Rhode Island	RI	44	15	5	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	430	446049	20171015
2012	Rhode Island	RI	44	15	5	US President	Anderson, Ross Carl \\"Rocky\"\""	justice	other	FALSE	416	446049	20171015
2012	Rhode Island	RI	44	15	5	US President	Lindsay, Peta	socialism and liberation party	other	FALSE	132	446049	20171015
2016	Rhode Island	RI	44	15	5	US President	Johnson, Gary	libertarian	other	FALSE	14746	464144	20171015
2016	Rhode Island	RI	44	15	5	US President			other	TRUE	9439	464144	20171015
2016	Rhode Island	RI	44	15	5	US President	Stein, Jill	green	other	FALSE	6220	464144	20171015
2016	Rhode Island	RI	44	15	5	US President	De La Fuente, Roque \\"Rocky\"\""	american delta party	other	FALSE	671	464144	20171015
1976	South Carolina	SC	45	57	48	US President	Carter, Jimmy	democrat	democrat	FALSE	450807	802583	20171015
1980	South Carolina	SC	45	57	48	US President	Carter, Jimmy	democrat	democrat	FALSE	428220	888258	20171015
1984	South Carolina	SC	45	57	48	US President	Mondale, Walter	democrat	democrat	FALSE	344459	968529	20171015
1988	South Carolina	SC	45	57	48	US President	Dukakis, Michael	democrat	democrat	FALSE	370554	986009	20171015
1992	South Carolina	SC	45	57	48	US President	Clinton, Bill	democrat	democrat	FALSE	525514	1228912	20171015
1996	South Carolina	SC	45	57	48	US President	Clinton, Bill	democrat	democrat	FALSE	506152	1150182	20171015
2000	South Carolina	SC	45	57	48	US President	Gore, Al	democrat	democrat	FALSE	566037	1383902	20171015
2004	South Carolina	SC	45	57	48	US President	Kerry, John	democrat	democrat	FALSE	661669	1617700	20171015
2008	South Carolina	SC	45	57	48	US President	Obama, Barack H.	democrat	democrat	FALSE	862449	1920969	20171015
2012	South Carolina	SC	45	57	48	US President	Obama, Barack H.	democrat	democrat	FALSE	865941	1964118	20171015
2016	South Carolina	SC	45	57	48	US President	Clinton, Hillary	democrat	democrat	FALSE	855373	2103027	20171015
1976	South Carolina	SC	45	57	48	US President	Ford, Gerald	republican	republican	FALSE	346149	802583	20171015
1980	South Carolina	SC	45	57	48	US President	Reagan, Ronald	republican	republican	FALSE	439277	888258	20171015
1984	South Carolina	SC	45	57	48	US President	Reagan, Ronald	republican	republican	FALSE	615539	968529	20171015
1988	South Carolina	SC	45	57	48	US President	Bush, George H.W.	republican	republican	FALSE	606443	986009	20171015
1992	South Carolina	SC	45	57	48	US President	Bush, George H.W.	republican	republican	FALSE	577507	1228912	20171015
1996	South Carolina	SC	45	57	48	US President	Dole, Robert	republican	republican	FALSE	573339	1150182	20171015
2000	South Carolina	SC	45	57	48	US President	Bush, George W.	republican	republican	FALSE	786892	1383902	20171015
2004	South Carolina	SC	45	57	48	US President	Bush, George W.	republican	republican	FALSE	937974	1617700	20171015
2008	South Carolina	SC	45	57	48	US President	McCain, John	republican	republican	FALSE	1034896	1920969	20171015
2012	South Carolina	SC	45	57	48	US President	Romney, Mitt	republican	republican	FALSE	1071645	1964118	20171015
2016	South Carolina	SC	45	57	48	US President	Trump, Donald J.	republican	republican	FALSE	1155389	2103027	20171015
1976	South Carolina	SC	45	57	48	US President	Anderson, Thomas J.	american	other	FALSE	2996	802583	20171015
1976	South Carolina	SC	45	57	48	US President	Maddox, Lester	american independent party	other	FALSE	1950	802583	20171015
1976	South Carolina	SC	45	57	48	US President			other	TRUE	681	802583	20171015
1980	South Carolina	SC	45	57	48	US President	Anderson, John B.	independent	other	FALSE	13868	888258	20171015
1980	South Carolina	SC	45	57	48	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	4807	888258	20171015
1980	South Carolina	SC	45	57	48	US President	Rarick, John	american independent party	other	FALSE	2086	888258	20171015
1984	South Carolina	SC	45	57	48	US President	Bergland, David	libertarian	other	FALSE	4359	968529	20171015
1984	South Carolina	SC	45	57	48	US President	Dennis, Delmar	american	other	FALSE	3490	968529	20171015
1984	South Carolina	SC	45	57	48	US President	Serrette, Dennis	alliance	other	FALSE	682	968529	20171015
1988	South Carolina	SC	45	57	48	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	4935	986009	20171015
1988	South Carolina	SC	45	57	48	US President	Fulani, Lenora	united citizens	other	FALSE	4077	986009	20171015
1992	South Carolina	SC	45	57	48	US President	Perot, Ross	independent	other	FALSE	119257	1228912	20171015
1992	South Carolina	SC	45	57	48	US President	Marrou, Andre	libertarian	other	FALSE	2719	1228912	20171015
1992	South Carolina	SC	45	57	48	US President	Phillips, Howard	american	other	FALSE	2680	1228912	20171015
1992	South Carolina	SC	45	57	48	US President	Fulani, Lenora	united citizens	other	FALSE	1235	1228912	20171015
1996	South Carolina	SC	45	57	48	US President	Perot, Ross	patriot party	other	FALSE	36913	1150182	20171015
1996	South Carolina	SC	45	57	48	US President	Perot, Ross	reform party	other	FALSE	27464	1150182	20171015
1996	South Carolina	SC	45	57	48	US President	Browne, Harry	libertarian	other	FALSE	4271	1150182	20171015
1996	South Carolina	SC	45	57	48	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	2043	1150182	20171015
2000	South Carolina	SC	45	57	48	US President	Nader, Ralph	united citizens	other	FALSE	20279	1383902	20171015
2000	South Carolina	SC	45	57	48	US President	Browne, Harry	libertarian	other	FALSE	4760	1383902	20171015
2000	South Carolina	SC	45	57	48	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	3309	1383902	20171015
2000	South Carolina	SC	45	57	48	US President		constitution party	other	FALSE	1682	1383902	20171015
2000	South Carolina	SC	45	57	48	US President	Hagelin, John	natural law	other	FALSE	943	1383902	20171015
2004	South Carolina	SC	45	57	48	US President	Nader, Ralph	independence	other	FALSE	5520	1617700	20171015
2004	South Carolina	SC	45	57	48	US President	Peroutka, Michael	constitution party	other	FALSE	5317	1617700	20171015
2004	South Carolina	SC	45	57	48	US President	Badnarik, Michael	libertarian	other	FALSE	3608	1617700	20171015
2004	South Carolina	SC	45	57	48	US President	Brown, Walt	united citizens	other	FALSE	2124	1617700	20171015
2004	South Carolina	SC	45	57	48	US President	Cobb, David	green	other	FALSE	1488	1617700	20171015
2008	South Carolina	SC	45	57	48	US President	Barr, Bob	libertarian	other	FALSE	7283	1920969	20171015
2008	South Carolina	SC	45	57	48	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	6827	1920969	20171015
2008	South Carolina	SC	45	57	48	US President	Nader, Ralph	independent	other	FALSE	5053	1920969	20171015
2008	South Carolina	SC	45	57	48	US President	McKinney, Cynthia	green	other	FALSE	4461	1920969	20171015
2012	South Carolina	SC	45	57	48	US President	Johnson, Gary	libertarian	other	FALSE	16321	1964118	20171015
2012	South Carolina	SC	45	57	48	US President	Stein, Jill	green	other	FALSE	5446	1964118	20171015
2012	South Carolina	SC	45	57	48	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	4765	1964118	20171015
2016	South Carolina	SC	45	57	48	US President	Johnson, Gary	libertarian	other	FALSE	49204	2103027	20171015
2016	South Carolina	SC	45	57	48	US President	McMullin, Evan	independence	other	FALSE	21016	2103027	20171015
2016	South Carolina	SC	45	57	48	US President	Stein, Jill	green	other	FALSE	13034	2103027	20171015
2016	South Carolina	SC	45	57	48	US President	Castle, Darrell L.	constitution party	other	FALSE	5765	2103027	20171015
2016	South Carolina	SC	45	57	48	US President	Skewes, Peter	american	other	FALSE	3246	2103027	20171015
1976	South Dakota	SD	46	45	37	US President	Carter, Jimmy	democrat	democrat	FALSE	147068	300678	20171015
1980	South Dakota	SD	46	45	37	US President	Carter, Jimmy	democrat	democrat	FALSE	103855	327703	20171015
1984	South Dakota	SD	46	45	37	US President	Mondale, Walter	democrat	democrat	FALSE	116113	317867	20171015
1988	South Dakota	SD	46	45	37	US President	Dukakis, Michael	democrat	democrat	FALSE	145560	312991	20171015
1992	South Dakota	SD	46	45	37	US President	Clinton, Bill	democrat	democrat	FALSE	124888	336254	20171015
1996	South Dakota	SD	46	45	37	US President	Clinton, Bill	democrat	democrat	FALSE	139333	323826	20171015
2000	South Dakota	SD	46	45	37	US President	Gore, Al	democrat	democrat	FALSE	118804	316269	20171015
2004	South Dakota	SD	46	45	37	US President	Kerry, John	democrat	democrat	FALSE	149244	388215	20171015
2008	South Dakota	SD	46	45	37	US President	Obama, Barack H.	democrat	democrat	FALSE	170924	381975	20171015
2012	South Dakota	SD	46	45	37	US President	Obama, Barack H.	democrat	democrat	FALSE	145039	363815	20171015
2016	South Dakota	SD	46	45	37	US President	Clinton, Hillary	democrat	democrat	FALSE	117458	370093	20171015
1976	South Dakota	SD	46	45	37	US President	Ford, Gerald	republican	republican	FALSE	151505	300678	20171015
1980	South Dakota	SD	46	45	37	US President	Reagan, Ronald	republican	republican	FALSE	198343	327703	20171015
1984	South Dakota	SD	46	45	37	US President	Reagan, Ronald	republican	republican	FALSE	200267	317867	20171015
1988	South Dakota	SD	46	45	37	US President	Bush, George H.W.	republican	republican	FALSE	165415	312991	20171015
1992	South Dakota	SD	46	45	37	US President	Bush, George H.W.	republican	republican	FALSE	136718	336254	20171015
1996	South Dakota	SD	46	45	37	US President	Dole, Robert	republican	republican	FALSE	150543	323826	20171015
2000	South Dakota	SD	46	45	37	US President	Bush, George W.	republican	republican	FALSE	190700	316269	20171015
2004	South Dakota	SD	46	45	37	US President	Bush, George W.	republican	republican	FALSE	232584	388215	20171015
2008	South Dakota	SD	46	45	37	US President	McCain, John	republican	republican	FALSE	203054	381975	20171015
2012	South Dakota	SD	46	45	37	US President	Romney, Mitt	republican	republican	FALSE	210610	363815	20171015
2016	South Dakota	SD	46	45	37	US President	Trump, Donald J.	republican	republican	FALSE	227721	370093	20171015
1976	South Dakota	SD	46	45	37	US President	Macbride, Roger	libertarian	other	FALSE	1619	300678	20171015
1976	South Dakota	SD	46	45	37	US President	Hall, Gus	communist party use	other	FALSE	318	300678	20171015
1976	South Dakota	SD	46	45	37	US President	Camejo, Peter	socialist workers	other	FALSE	168	300678	20171015
1980	South Dakota	SD	46	45	37	US President	Anderson, John B.	independent	other	FALSE	21431	327703	20171015
1980	South Dakota	SD	46	45	37	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	3824	327703	20171015
1980	South Dakota	SD	46	45	37	US President	Pulley, Andrew	socialist workers	other	FALSE	250	327703	20171015
1984	South Dakota	SD	46	45	37	US President	Serrette, Dennis	alliance	other	FALSE	1150	317867	20171015
1984	South Dakota	SD	46	45	37	US President	Mason, Melvin	socialist workers	other	FALSE	337	317867	20171015
1988	South Dakota	SD	46	45	37	US President		independent	other	FALSE	2016	312991	20171015
1992	South Dakota	SD	46	45	37	US President	Perot, Ross	independent	other	FALSE	73295	336254	20171015
1992	South Dakota	SD	46	45	37	US President	Marrou, Andre	libertarian	other	FALSE	814	336254	20171015
1992	South Dakota	SD	46	45	37	US President	Other	independent	other	FALSE	539	336254	20171015
1996	South Dakota	SD	46	45	37	US President		independent	other	FALSE	32478	323826	20171015
1996	South Dakota	SD	46	45	37	US President	Browne, Harry	libertarian	other	FALSE	1472	323826	20171015
2000	South Dakota	SD	46	45	37	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	3322	316269	20171015
2000	South Dakota	SD	46	45	37	US President	Phillips, Howard	independent	other	FALSE	1781	316269	20171015
2000	South Dakota	SD	46	45	37	US President	Browne, Harry	libertarian	other	FALSE	1662	316269	20171015
2004	South Dakota	SD	46	45	37	US President	Nader, Ralph	independent	other	FALSE	4320	388215	20171015
2004	South Dakota	SD	46	45	37	US President	Peroutka, Michael	constitution party	other	FALSE	1103	388215	20171015
2004	South Dakota	SD	46	45	37	US President	Badnarik, Michael	libertarian	other	FALSE	964	388215	20171015
2008	South Dakota	SD	46	45	37	US President	Nader, Ralph	independent	other	FALSE	4267	381975	20171015
2008	South Dakota	SD	46	45	37	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	1895	381975	20171015
2008	South Dakota	SD	46	45	37	US President	Barr, Bob	libertarian	other	FALSE	1835	381975	20171015
2012	South Dakota	SD	46	45	37	US President	Johnson, Gary	libertarian	other	FALSE	5795	363815	20171015
2012	South Dakota	SD	46	45	37	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	2371	363815	20171015
2016	South Dakota	SD	46	45	37	US President	Johnson, Gary	libertarian	other	FALSE	20850	370093	20171015
2016	South Dakota	SD	46	45	37	US President	Castle, Darrell L.	constitution party	other	FALSE	4064	370093	20171015
1976	Tennessee	TN	47	62	54	US President	Carter, Jimmy	democrat	democrat	FALSE	825879	1476346	20171015
1980	Tennessee	TN	47	62	54	US President	Carter, Jimmy	democrat	democrat	FALSE	783051	1617616	20171015
1984	Tennessee	TN	47	62	54	US President	Mondale, Walter	democrat	democrat	FALSE	711714	1711993	20171015
1988	Tennessee	TN	47	62	54	US President	Dukakis, Michael	democrat	democrat	FALSE	679794	1636250	20171015
1992	Tennessee	TN	47	62	54	US President	Clinton, Bill	democrat	democrat	FALSE	933521	1982638	20171015
1996	Tennessee	TN	47	62	54	US President	Clinton, Bill	democrat	democrat	FALSE	909146	1894105	20171015
2000	Tennessee	TN	47	62	54	US President	Gore, Al	democrat	democrat	FALSE	981720	2076181	20171015
2004	Tennessee	TN	47	62	54	US President	Kerry, John	democrat	democrat	FALSE	1036477	2437319	20171015
2008	Tennessee	TN	47	62	54	US President	Obama, Barack H.	democrat	democrat	FALSE	1087437	2599749	20171015
2012	Tennessee	TN	47	62	54	US President	Obama, Barack H.	democrat	democrat	FALSE	960709	2458577	20171015
2016	Tennessee	TN	47	62	54	US President	Clinton, Hillary	democrat	democrat	FALSE	870695	2508027	20171015
1976	Tennessee	TN	47	62	54	US President	Ford, Gerald	republican	republican	FALSE	633969	1476346	20171015
1980	Tennessee	TN	47	62	54	US President	Reagan, Ronald	republican	republican	FALSE	787761	1617616	20171015
1984	Tennessee	TN	47	62	54	US President	Reagan, Ronald	republican	republican	FALSE	990212	1711993	20171015
1988	Tennessee	TN	47	62	54	US President	Bush, George H.W.	republican	republican	FALSE	947233	1636250	20171015
1992	Tennessee	TN	47	62	54	US President	Bush, George H.W.	republican	republican	FALSE	841300	1982638	20171015
1996	Tennessee	TN	47	62	54	US President	Dole, Robert	republican	republican	FALSE	863530	1894105	20171015
2000	Tennessee	TN	47	62	54	US President	Bush, George W.	republican	republican	FALSE	1061949	2076181	20171015
2004	Tennessee	TN	47	62	54	US President	Bush, George W.	republican	republican	FALSE	1384375	2437319	20171015
2008	Tennessee	TN	47	62	54	US President	McCain, John	republican	republican	FALSE	1479178	2599749	20171015
2012	Tennessee	TN	47	62	54	US President	Romney, Mitt	republican	republican	FALSE	1462330	2458577	20171015
2016	Tennessee	TN	47	62	54	US President	Trump, Donald J.	republican	republican	FALSE	1522925	2508027	20171015
1976	Tennessee	TN	47	62	54	US President	Anderson, Thomas J.	independent	other	FALSE	5769	1476346	20171015
1976	Tennessee	TN	47	62	54	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	5004	1476346	20171015
1976	Tennessee	TN	47	62	54	US President	Maddox, Lester	independent	other	FALSE	2303	1476346	20171015
1976	Tennessee	TN	47	62	54	US President	Macbride, Roger	independent	other	FALSE	1375	1476346	20171015
1976	Tennessee	TN	47	62	54	US President	Hall, Gus	independent	other	FALSE	547	1476346	20171015
1976	Tennessee	TN	47	62	54	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	512	1476346	20171015
1976	Tennessee	TN	47	62	54	US President	Bubar, Benjamin \\"Ben\"\""	independent	other	FALSE	442	1476346	20171015
1976	Tennessee	TN	47	62	54	US President		independent	other	FALSE	316	1476346	20171015
1976	Tennessee	TN	47	62	54	US President			other	TRUE	230	1476346	20171015
1980	Tennessee	TN	47	62	54	US President	Anderson, John B.	independent	other	FALSE	35991	1617616	20171015
1980	Tennessee	TN	47	62	54	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	7116	1617616	20171015
1980	Tennessee	TN	47	62	54	US President	Commoner, Barry	citizens	other	FALSE	1112	1617616	20171015
1980	Tennessee	TN	47	62	54	US President	Bubar, Benjamin \\"Ben\"\""	statesman	other	FALSE	521	1617616	20171015
1980	Tennessee	TN	47	62	54	US President	McReynolds, David	socialist	other	FALSE	519	1617616	20171015
1980	Tennessee	TN	47	62	54	US President	Hall, Gus	communist party use	other	FALSE	503	1617616	20171015
1980	Tennessee	TN	47	62	54	US President	Deberry, Clifton	socialist workers	other	FALSE	490	1617616	20171015
1980	Tennessee	TN	47	62	54	US President	Griswold, Deirdre	workers world	other	FALSE	400	1617616	20171015
1980	Tennessee	TN	47	62	54	US President			other	TRUE	152	1617616	20171015
1984	Tennessee	TN	47	62	54	US President	Bergland, David	libertarian	other	FALSE	3072	1711993	20171015
1984	Tennessee	TN	47	62	54	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	1852	1711993	20171015
1984	Tennessee	TN	47	62	54	US President	Richards, Bob	populist	other	FALSE	1763	1711993	20171015
1984	Tennessee	TN	47	62	54	US President	Hall, Gus	communist party use	other	FALSE	1036	1711993	20171015
1984	Tennessee	TN	47	62	54	US President	Johnson, Sonia	citizens	other	FALSE	978	1711993	20171015
1984	Tennessee	TN	47	62	54	US President	Mason, Melvin	socialist workers	other	FALSE	715	1711993	20171015
1984	Tennessee	TN	47	62	54	US President	Serrette, Dennis	alliance	other	FALSE	524	1711993	20171015
1984	Tennessee	TN	47	62	54	US President	Other		other	FALSE	127	1711993	20171015
1988	Tennessee	TN	47	62	54	US President		independent	other	FALSE	8938	1636250	20171015
1988	Tennessee	TN	47	62	54	US President			other	TRUE	285	1636250	20171015
1992	Tennessee	TN	47	62	54	US President	Perot, Ross	independent	other	FALSE	199968	1982638	20171015
1992	Tennessee	TN	47	62	54	US President	Other	independent	other	FALSE	7688	1982638	20171015
1992	Tennessee	TN	47	62	54	US President			other	TRUE	161	1982638	20171015
1996	Tennessee	TN	47	62	54	US President		independent	other	FALSE	121239	1894105	20171015
1996	Tennessee	TN	47	62	54	US President			other	TRUE	190	1894105	20171015
2000	Tennessee	TN	47	62	54	US President		independent	other	FALSE	32084	2076181	20171015
2000	Tennessee	TN	47	62	54	US President			other	TRUE	428	2076181	20171015
2004	Tennessee	TN	47	62	54	US President	Other	independent	other	FALSE	16428	2437319	20171015
2004	Tennessee	TN	47	62	54	US President	Other		other	TRUE	39	2437319	20171015
2008	Tennessee	TN	47	62	54	US President		independent	other	FALSE	33134	2599749	20171015
2012	Tennessee	TN	47	62	54	US President		independent	other	FALSE	23001	2458577	20171015
2012	Tennessee	TN	47	62	54	US President	Stein, Jill	green	other	FALSE	6515	2458577	20171015
2012	Tennessee	TN	47	62	54	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	6022	2458577	20171015
2016	Tennessee	TN	47	62	54	US President		independent	other	FALSE	100618	2508027	20171015
2016	Tennessee	TN	47	62	54	US President			other	TRUE	13789	2508027	20171015
1976	Texas	TX	48	74	49	US President	Carter, Jimmy	democrat	democrat	FALSE	2082319	4071884	20171015
1980	Texas	TX	48	74	49	US President	Carter, Jimmy	democrat	democrat	FALSE	1881147	4541636	20171015
1984	Texas	TX	48	74	49	US President	Mondale, Walter	democrat	democrat	FALSE	1949276	5397571	20171015
1988	Texas	TX	48	74	49	US President	Dukakis, Michael	democrat	democrat	FALSE	2352748	5427410	20171015
1992	Texas	TX	48	74	49	US President	Clinton, Bill	democrat	democrat	FALSE	2281815	6154018	20171015
1996	Texas	TX	48	74	49	US President	Clinton, Bill	democrat	democrat	FALSE	2459683	5611644	20171015
2000	Texas	TX	48	74	49	US President	Gore, Al	democrat	democrat	FALSE	2433746	6407637	20171015
2004	Texas	TX	48	74	49	US President	Kerry, John	democrat	democrat	FALSE	2832704	7410749	20171015
2008	Texas	TX	48	74	49	US President	Obama, Barack H.	democrat	democrat	FALSE	3528633	8077795	20171015
2012	Texas	TX	48	74	49	US President	Obama, Barack H.	democrat	democrat	FALSE	3308124	7993851	20171015
2016	Texas	TX	48	74	49	US President	Clinton, Hillary	democrat	democrat	FALSE	3877868	8969226	20171015
1976	Texas	TX	48	74	49	US President	Ford, Gerald	republican	republican	FALSE	1953300	4071884	20171015
1980	Texas	TX	48	74	49	US President	Reagan, Ronald	republican	republican	FALSE	2510705	4541636	20171015
1984	Texas	TX	48	74	49	US President	Reagan, Ronald	republican	republican	FALSE	3433428	5397571	20171015
1988	Texas	TX	48	74	49	US President	Bush, George H.W.	republican	republican	FALSE	3036829	5427410	20171015
1992	Texas	TX	48	74	49	US President	Bush, George H.W.	republican	republican	FALSE	2496071	6154018	20171015
1996	Texas	TX	48	74	49	US President	Dole, Robert	republican	republican	FALSE	2736167	5611644	20171015
2000	Texas	TX	48	74	49	US President	Bush, George W.	republican	republican	FALSE	3799639	6407637	20171015
2004	Texas	TX	48	74	49	US President	Bush, George W.	republican	republican	FALSE	4526917	7410749	20171015
2008	Texas	TX	48	74	49	US President	McCain, John	republican	republican	FALSE	4479328	8077795	20171015
2012	Texas	TX	48	74	49	US President	Romney, Mitt	republican	republican	FALSE	4569843	7993851	20171015
2016	Texas	TX	48	74	49	US President	Trump, Donald J.	republican	republican	FALSE	4685047	8969226	20171015
1976	Texas	TX	48	74	49	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	20118	4071884	20171015
1976	Texas	TX	48	74	49	US President	Anderson, Thomas J.	american	other	FALSE	11442	4071884	20171015
1976	Texas	TX	48	74	49	US President			other	TRUE	2982	4071884	20171015
1976	Texas	TX	48	74	49	US President	Camejo, Peter	socialist workers	other	FALSE	1723	4071884	20171015
1980	Texas	TX	48	74	49	US President	Anderson, John B.	independent	other	FALSE	111613	4541636	20171015
1980	Texas	TX	48	74	49	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	37643	4541636	20171015
1980	Texas	TX	48	74	49	US President			other	TRUE	528	4541636	20171015
1984	Texas	TX	48	74	49	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	14613	5397571	20171015
1984	Texas	TX	48	74	49	US President	Other		other	FALSE	254	5397571	20171015
1988	Texas	TX	48	74	49	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	30355	5427410	20171015
1988	Texas	TX	48	74	49	US President	Fulani, Lenora	new alliance	other	FALSE	7208	5427410	20171015
1988	Texas	TX	48	74	49	US President			other	TRUE	270	5427410	20171015
1992	Texas	TX	48	74	49	US President	Perot, Ross	independent	other	FALSE	1354781	6154018	20171015
